,tweets
243,"Police brutality and racism in the US: Since testimony in Derek Chauvin’s trial began on March 29, more than three… https://t.co/rTZfzJhc6A"
244,@TalbertSwan New film “Negative Exposure” reverses roles of oppressor &amp; the oppressed giving weight to the question… https://t.co/PK1bPTm8OH
245,"@Makno20 You know who WON'T help stop police brutality? Smashing windows, advocating for abolishing police, advocat… https://t.co/tfG7MzMDiA"
246,Richard Wright's 1940s book on police brutality was too much to publish then — but it's coming out now https://t.co/FMGfoNJFYC #SmartNews
247,BLM heroes:  https://t.co/1joLaWTMPz  Look at 1st responder- do we have a police brutality problem?  Almost every d… https://t.co/WjVMex4vZ1
248,Even dogs are not safe from police brutality. Do cops have to pass extensive psychological testing before being hir… https://t.co/DHKclEf4XO
249,@garfxist He could have at least tried to wait till after the most powerful liberal state is using horrific police… https://t.co/HSa5DenYKS
250,"@IlhanMN @GovTimWalz @MayorFrey thank you, it's quite terrorifying how silent the media has been on what is quite c… https://t.co/I1FnGv0VcZ"
251,"Thanks to everyone who came out to the share today! It was great to see new faces, network, and stand against polic… https://t.co/qiHRgGOhYL"
252,"I’m noticing all of the women protesting police brutality this weekend, whether it’s #killthebill in the U.K. or… https://t.co/ivX1KdtCZf"
253,"@SavageNoMore Then maybe we need another way. Maybe join the other side and meet in the middle about police brutality.

Go fight for them."
254,@IwriteOK Remember last summer when cops shot people through their windows when they were in their living rooms wat… https://t.co/snl07tkinx
255,"@elninoleone @ChrisCuomo They already have been, CNN just ignores it to make police brutality a race issue."
256,@ginayashere New film “Negative Exposure” reverses roles of oppressor &amp; the oppressed giving weight to the question… https://t.co/gFNuLyaOju
257,"arianna, the first speaker calls for a moment of silence for victims of police brutality. “those people’s spirits a… https://t.co/oHTknG9vYb"
258,When's five finger death Punch going to release a song about police brutality that white men are going to freak out about
259,"Find this piece of 💩cop👇
https://t.co/iqCNWKRbbY"
260,@realLunaMSA None of those are worshipping just showing condolences to someone who is a victim of Police brutality
261,@jambojeremy Who in “the state” requested them? How do we find out? Is it because the Minneapolis area police are e… https://t.co/ucBJClpxR1
262,"tw //police brutality , murder

Lindani Myeni was a husband and a father. accused of robbery and shot on the way ho… https://t.co/GbXMfSw5hI"
263,"how scary it must have been to not know if they were in danger and from whom. (Edit: Black coworkers, bc police bru… https://t.co/MAb8gsVAil"
264,"Proof that police brutality only happens to black people is BULLCRAP
Here is the link 
https://t.co/7oDrwM5B9b https://t.co/Dq32PDfrse"
265,@beckyrosenberry @JackPosobiec i just want everyone in this thread to know that black people have been complaining… https://t.co/GC3Xw1X02I
266,"Sickening that America-hating MAGA openly blame #Antifa &amp; #BLM despite ample, explicit evidence of their own planni… https://t.co/jjXpEpyWOA"
267,And of course the cop had turned off his body camera. Strange how that always seems to happen in police brutality c… https://t.co/R1PKI7tnjC
268,"@Luciuxness @sleepyknave I mean sure, but the thing has zero following, followers or tweets and it only replies wei… https://t.co/a4G5wabcVy"
269,"@Arbitrarymagi And what’s more, with all of the new legislation being forced on the trans people, and the federal g… https://t.co/mmYpnLMDPR"
270,"tw // police brutality , state violence , riot gear , helmets , batons 
.
.
.
. https://t.co/U462qQJAVV"
271,People that scoff at police brutality will eventually experience it.
272,"@SamHarrisOrg Said on his pod that ""it is CLEAR that Kimberly Porter meant to use her taser from the video, and tha… https://t.co/x6ArxOpPrE"
273,"White people, do y’all believe in police brutality and “just comply” now??? https://t.co/uHNVyNHY3N"
274,"tw // police brutality , racism , murder

#LindaniMyeni was unarmed when he was killed by Honolulu police officers… https://t.co/pJ2H3WNEO7"
275,dude just said police brutality in Canada doesn’t exist. every day i lose brain cells wallahi https://t.co/soMbwBCD0v
276,@thereidout 53 mass shootings in one month. Hate crimes across the country. Police brutality and murders abundantly… https://t.co/Y73XhfdCDY
277,@Invasionof_Bday @m3rryyyyyy @Nicki_Anaconda_ inconsistency? She’s spoken and posted about police brutality on seve… https://t.co/i39Tn3hlfe
278,"@alelabril @GabrielleGrac99 @meenaharris Nope. If you truly want to fix police brutality, don’t enable it by blamin… https://t.co/2elbLeiiij"
279,In the past month there have been two mass shootings and at least one incident of police brutality within 40 minutes of my house. 'murica
280,I promise you I will not raise another generation who turns a blind eye. My kids will not stand idly while police b… https://t.co/pR6qgK4vZw
281,"@OliverMathenge @ImbayiK I think you’re getting it wrong Oliver, adjusting to time was because companies were reque… https://t.co/75uzoU50Dz"
282,@vivalainfamia @wagon_87 @Duffzilla12 @leavingisjoyful @Shmeaty_Shmixes @bunivasal @starvinganthro @ajplus We have… https://t.co/oXE8xM6YYQ
283,"Bass said there’s a character problem, not a policy or training problem, at the core of systematic police brutality… https://t.co/TjMIgx71ZQ"
284,"TW: Police Brutality 

Un-fucking-believable the level of horrific abuse the police continue to do and that people… https://t.co/G7mYsd3IDj"
285,"Oakland Protest Against Police Brutality Culminates In Clashes And Fires 
https://t.co/qLRaDmp9oD"
286,"january 25,2011, a civil war broke out in Egypt between the muslim community and the military administration, issue… https://t.co/ProYgJOhP8"
287,@eihcraaa Police brutality just went down to 0% wow
288,@IdealsOverAll @mmpadellan Well yes and no. Would cap support street violence? No. But he would and has been agains… https://t.co/QoUF4PWwkp
289,"tw // police brutality, elder abuse https://t.co/EtNsWOCQlk"
290,When I go to my relatives and they bring up the police brutality discussion...like can I have one day of peace and… https://t.co/pVQaARFdqT
291,this person jus ended police brutality  https://t.co/BsQcsJJjMW
292,"Monday? The 12th ? Of April?

https://t.co/UNttR5Gccr"
293,Memo to Gov. Walz: There's no but in police brutality.  https://t.co/gu0JbhzrnK via @Yahoo
294,"DSA IC demands justice for Victoria Salazar, a victim of femicide and police brutality in Mexico. 

Read our statem… https://t.co/88MV9SOdUe"
295,"CW: police brutality, elder abuse

For $13.88 worth of groceries. Abolish the police. https://t.co/Cgqm8nfdNG"
296,"@radiosintunnels Dylan Avery is still a filmmaker it seems. His latest film, in 2018, entitled Black and Blue, is about police brutality"
297,"So you’re telling me they ”learned” from last year, and this year, to help ease tension around police brutality, th… https://t.co/pOya6jPZbB"
298,@KooLLaiDinTX @_ar2ro_ @Adaya77 @nypost Daniel Shaver is the worst example of police brutality possible and it got no media coverage.
299,@timmy2nuts @POD_Payton It’s been intentionally built this way and it’s been going on for nearly a century. Couple… https://t.co/sKykiwBYeT
300,"@bunnyochako right like china has issues of colorism and systemic oppression, police brutality, etc. i would most d… https://t.co/EOAO4NU2Z4"
301,"Nothing will change. Because, while we may be a vocal crew, we are now worse than the brown people with Covid shout… https://t.co/lAFHsUOxRb"
302,the only performers who incorporated police brutality in their performances without looking stupid and corny are ke… https://t.co/TJqQd36H7Q
303,"Sat May 30 2020 Raleigh, North Carolina - Police fire tear gas at peaceful protests WATCH: https://t.co/jGglnNcX7k… https://t.co/iNKVv1QHnZ"
304,a quick look at syria and egypt the past 15 years will tell you police brutality isn't going away anytime soon. ppl… https://t.co/fODzOyOmoI
305,"Prosecutor on leave over statements about boy shot by police - ABC News

Video showing the boy's hands were empty w… https://t.co/PMTxwSWAJa"
306,"Imagine your house is on fire and the fire department comes out with blow torches.

That’s what these cops and sold… https://t.co/c3lcCg1YOy"
307,"@TrueBlueSC1 @ytow2 @powderpuff1999 Not only that, some very young black kids are expressing anxiety these days, te… https://t.co/PncrrxCuJI"
308,"@NotherRainyDay Indicating the video is showing more police aggression, egomania &amp; police brutality, read entire co… https://t.co/tOfT85igtd"
309,// police brutality // child death // racism https://t.co/52njPqZ9Y4
310,"@SupportBones I feel they are using police brutality, lack of accountability, and racism as an excuse to show how m… https://t.co/OR934Y3QQv"
311,"Talking About Police Brutality and ""America First"" Caucus https://t.co/dToR7ZjBsA"
312,"Even 73 year old white grandmas aren't exempt from becoming victims of police brutality.

The @TheJusticeDept shoul… https://t.co/rt4uzEl0kh"
313,"As he scoffs, rolls his eyes, and mutters under his breath at the new Grey’s Anatomy episode that is about the prot… https://t.co/ykSLsVlDbT"
314,"@NYPDnews What was that biblical saying, something something “as ye sow, so shall ye reap”?  I mean, seriously, why… https://t.co/exMaQPyDof"
315,This country has policies and those in power that hate the poor person. People are struggling esp with covid but it… https://t.co/OAD0VeE3ms
316,@W_R_Emory @stakx If only someone had protested against police brutality by taking a knee during the national anthe… https://t.co/w76nw3lby1
317,America's mass shootings problem and America's police brutality problem make more sense when you realize the Venn d… https://t.co/4inzduwNUX
318,"I hate police brutality, but I love watching people get tased on COPS."
319,"tw // police brutality

twenty times. WE'RE TWENTY TIMES MORE LIKELY TO BE SHOT BY THE POLICE WTF."
320,prison life don't care what you think roleplaying police brutality was so fun https://t.co/NF7FhUQZwV
321,"If you think that the job of the police is to control the 99% for the benefit of the 1%, then police brutality and… https://t.co/fffC1Jl9di"
322,@tebrake46 Did you want her to be? It's still police brutality &amp; elderly abuse. https://t.co/nNxdkKgpT1
323,Anti-Black police brutality may lead to an armed insurgency in the US https://t.co/RK10CzgImr
324,"@ThorntonGill @ari_briosche @chaposz1 @sorrykb @bpsycho1 @AlexKentTN @OLAASM @AFPphoto @EleonoreSens the ""good ones… https://t.co/TMmsoqGYdJ"
325,They talking about police brutality and here go this one aunt again now she talking about the cops was fearing for… https://t.co/7dXFulpgxk
326,@LeonydusJohnson The issue isn't whether victims of police brutality were flawless people (even if their grieving f… https://t.co/z4jGSL6c8L
327,"ooc i’m african american , and it’s offensive for you to think all of the poc’s are bad when that’s not it there is… https://t.co/pnPuNS3xVY"
328,"Tw // Black death , police brutality https://t.co/b627bjjz1W"
329,More police brutality. Do NOT speak with police. Demand a lawyer. Police are NOT interested in helping you. https://t.co/Sq77e4qpK7
330,You know what will put an end to widespread and systemic police brutality? Good cops to stand up and speak out EVER… https://t.co/J5U1528ybb
331,@JakeM21000031 @KrysBrown89 @MrAndyNgo @Nike No. Black Lives Matter's purpose is to end police brutality. It has no… https://t.co/RKq6hNjCKa
332,"@MuldrowDennis @MxMaxwellmusic @_OriginalPower No it would not end mass shootings in workplaces or schools.
Crushin… https://t.co/yxCi7N8SfH"
333,"Police brutality jokes, a trans woman, and an nb character. If shrek 2 came out today, conservatives would try to c… https://t.co/SLGPURD7NO"
334,"The police states of this nation should listen. I remember those years. I wasn't very old, but the brutality invade… https://t.co/DYWdIVK819"
